No.;Category;Brand;Product Name;Size;Wholesale Price (€);Suggested Selling Price (€);Profit per Unit (€);Margin %;Stock Available;Source ID;EAN;Variant Group;Your Decision (KEEP/REMOVE);Your Custom Price (€)

--- PERFUMES ---
242;Perfumes;Guerlain;Aqua Allegoria Flora Salvaggia Eau De Toilette (edt) 125ml;125 ml;73.61;139.95;66.34;47.4%;53;DST132861;3346470143876;Guerlain - guerlain aqua allegoria rosa rossa eau de parfum s;;
243;Perfumes;Guerlain;Guerlain Aqua Allegoria Bergamota Calabria Eau de Toilette Spray 125 ml;125 ml;74.01;144.95;70.94;48.9%;66;DST132863;3346470143852;Guerlain - guerlain aqua allegoria rosa rossa eau de parfum s;;
244;Perfumes;Guerlain;Aqua Allegoria Herba Fresca Eau De Toilette (edt) 125ml;125 ml;74.61;144.95;70.34;48.5%;6;DST152821;3346470143937;Guerlain - guerlain aqua allegoria rosa rossa eau de parfum s;;
245;Perfumes;Guerlain;Guerlain Aqua AlLegoria Mandarine Basilic Eau De Toilette Spray 125 Ml For Women;125 ml;74.98;144.95;69.97;48.3%;5;DST165716;3346470106130;Guerlain - guerlain aqua allegoria rosa rossa eau de parfum s;;
246;Perfumes;Guerlain;Guerlain Aqua Allegoria Mandarine Basilic Eau De Toilette Spray 125 Ml;125 ml;75.36;144.95;69.59;48.0%;25;DST194273;3346470143951;Guerlain - guerlain aqua allegoria rosa rossa eau de parfum s;;
247;Perfumes;Guerlain;Guerlain Acqua Allegoria Rosa Verde Edt 125ml;125 ml;75.37;144.95;69.58;48.0%;150;DST1349948;3346470149137;Guerlain - guerlain aqua allegoria rosa rossa eau de parfum s;;
248;Perfumes;Guerlain;Guerlain Aqua Allegoria Granada Salvia EDT W 125 ml;125 ml;75.67;144.95;69.28;47.8%;7;DST845212;3346470139664;Guerlain - guerlain aqua allegoria rosa rossa eau de parfum s;;
249;Perfumes;Guerlain;Guerlain Aqua Allegoria Eau De Toilette Allegoria Pamplelune 125ml Spray;125 ml;76.41;149.95;73.54;49.0%;4;DST194417;3346470144019;Guerlain - guerlain aqua allegoria rosa rossa eau de parfum s;;
250;Perfumes;Guerlain;Guerlain Aqua Allegoria Harvest Nerolia Vetiver Edt Spray 125ml;125 ml;77.34;149.95;72.61;48.4%;5;DST708773;3346470147010;Guerlain - guerlain aqua allegoria rosa rossa eau de parfum s;;
251;Perfumes;Guerlain;GUERLAIN - Aqua Allegoria Forte Rosa Palissandro Eau de Parfum - 125 ml -;125 ml;79.88;154.95;75.07;48.4%;6;DST854349;3346470147423;Guerlain - guerlain aqua allegoria rosa rossa eau de parfum s;;
252;Perfumes;Guerlain;GUERLAIN - Aqua Allegoria Forte Bosca Vanilla Eau de Parfum - 125 ml -;125 ml;81.78;134.95;53.17;39.4%;4;DST854348;3346470147416;Guerlain - guerlain aqua allegoria rosa rossa eau de parfum s;;
253;Perfumes;Guerlain;Guerlain Aqua Allegoria Nettare Di Sole Eau De Toilette 125 Ml Woman;125 ml;103.89;169.95;66.06;38.9%;6;DST132852;3346470143975;Guerlain - guerlain aqua allegoria rosa rossa eau de parfum s;;
254;Perfumes;Guerlain;Guerlain Aqua Allegoria Mandarine Basilic Recarga Eau De Toilette Spray 200ml;200 ml;90.89;149.95;59.06;39.4%;55;DST724249;3346470144200;Guerlain - guerlain aqua allegoria rosa rossa eau de parfum s;;
255;Perfumes;Guerlain;Guerlain Aqua Allegoria Mandarine Basilic Eau De Parfum Spray 200ml;200 ml;100.52;164.95;64.43;39.1%;45;DST319435;3346470144804;Guerlain - guerlain aqua allegoria rosa rossa eau de parfum s;;
256;Perfumes;Guerlain;Guerlain Aqua Allegoria Neroli Vetiver Eau De Parfum Recargable 200ml;200 ml;101.50;164.95;63.45;38.5%;50;DST708769;3346470146860;Guerlain - guerlain aqua allegoria rosa rossa eau de parfum s;;
257;Perfumes;Guerlain;Guerlain Aqua Allegoria Rosa Rossa Eau De Parfum Spray 200ml;200 ml;140.80;229.95;89.15;38.8%;9;DST319433;3346470144811;Guerlain - guerlain aqua allegoria rosa rossa eau de parfum s;;
258;Perfumes;Guerlain;Guerlain La Petite Robe Noire Intense (2022) - Edp;50 ml;59.43;114.95;55.52;48.3%;35;DST722464;3346470145658;Guerlain - guerlain la petit robe noire l'eau rose edp spray;;
259;Perfumes;Guerlain;Guerlain La Petite Robe Noire Le Flacon Coeur Edp Spray Ed Lim 20ml;20 ml;46.08;89.95;43.87;48.8%;14;DST1296741;3346470148758;Guerlain - guerlain la petit robe noire l'eau rose edp spray;;
260;Perfumes;Guerlain;Guerlain La Petit Robe Noir 30 ml Eau de Toilette - Damesparfum;30 ml;23.80;54.95;31.15;56.7%;108;DST138790;3346470114722;Guerlain - guerlain la petit robe noire l'eau rose edp spray;;
261;Perfumes;Guerlain;Guerlain La Petite Robe Noire Ma PremiEre Robe Edp W 30 Ml;30 ml;28.63;69.95;41.32;59.1%;35;DST358645;3346470114692;Guerlain - guerlain la petit robe noire l'eau rose edp spray;;
262;Perfumes;Guerlain;Guerlain La Petite Robe Noire EDT W 50 ml;50 ml;36.71;69.95;33.24;47.5%;61;DST134730;3346470114739;Guerlain - guerlain la petit robe noire l'eau rose edp spray;;
263;Perfumes;Guerlain;Guerlain La Petite Robe Noire Edt Spray 50ml;50 ml;51.76;99.95;48.19;48.2%;32;DST1345795;3346470149267;Guerlain - guerlain la petit robe noire l'eau rose edp spray;;
264;Perfumes;Guerlain;Guerlain La Petite Robe Noire 50 ml Eau de Parfum - Damesparfum;50 ml;62.68;119.95;57.27;47.7%;44;DST358602;3346470114708;Guerlain - guerlain la petit robe noire l'eau rose edp spray;;
265;Perfumes;Guerlain;La Petite Robe Noire Eau De Parfum Intense Eau De Parfum (edp) 75ml;75 ml;40.81;79.95;39.14;49.0%;15;DST984221;3346470145641;Guerlain - guerlain la petit robe noire l'eau rose edp spray;;
266;Perfumes;Guerlain;Guerlain La Petite Robe Noire Eau De Parfum 75 ml (woman);75 ml;46.87;89.95;43.08;47.9%;46;DST1295020;3346470131156;Guerlain - guerlain la petit robe noire l'eau rose edp spray;;
267;Perfumes;Guerlain;Guerlain La Petite Robe Noire EDT W 100 ml;100 ml;49.89;94.95;45.06;47.5%;120;DST220990;3346470114746;Guerlain - guerlain la petit robe noire l'eau rose edp spray;;
268;Perfumes;Guerlain;Guerlain La Petite Robe Noire Ma Premiére Robe EDP W 100 ml;100 ml;54.45;104.95;50.50;48.1%;37;DST134696;3346470114814;Guerlain - guerlain la petit robe noire l'eau rose edp spray;;
269;Perfumes;Guerlain;Guerlain La Petite Robe Noire Edt Spray 100ml;100 ml;65.95;129.95;64.00;49.2%;28;DST1345794;3346470149274;Guerlain - guerlain la petit robe noire l'eau rose edp spray;;
270;Perfumes;Guerlain;Guerlain La Petite Robe Noire Intense Eau de Parfum 100ml;100 ml;82.11;134.95;52.84;39.2%;7;DST706987;3346470145634;Guerlain - guerlain la petit robe noire l'eau rose edp spray;;
271;Perfumes;Guerlain;Guerlain La Petit Robe Noire L'eau Rose Edp Spray 100ml;100 ml;115.85;189.95;74.10;39.0%;4;DST1295850;3346470148536;Guerlain - guerlain la petit robe noire l'eau rose edp spray;;
272;Perfumes;Hermès;Hermès Hermes Twilly Edp Spray 50ml Sets;50 ml;71.75;139.95;68.20;48.7%;3;DST677041;3346130417088;Hermès - hermes eau d'orange verte eau de cologne;;
273;Perfumes;Hermès;Hermès Hermes Terre Edp Spray 75ml Sets;75 ml;98.79;159.95;61.16;38.2%;33;DST1244695;3346130433743;Hermès - hermes eau d'orange verte eau de cologne;;
274;Perfumes;Hermès;Hermes Eau D'Hermes Edt Spray 100 ml;100 ml;55.20;104.95;49.75;47.4%;97;DST1359201;3346130890171;Hermès - hermes eau d'orange verte eau de cologne;;
275;Perfumes;Hermès;HermEs Concentre D'orange Verte Eau De Toilette Spray 100 Ml;100 ml;62.30;119.95;57.65;48.1%;150;DST430050;3346130410775;Hermès - hermes eau d'orange verte eau de cologne;;
276;Perfumes;Hermès;Hermès Hermes Eau Orange Verte Eau De Toilette 100ml Spray Gel De Baño 80ml;100 ml;62.72;119.95;57.23;47.7%;6;DST1345118;3346130433835;Hermès - hermes eau d'orange verte eau de cologne;;
277;Perfumes;Hermès;Hermès Hermes Paris Eau D'orange Verte Eau De Cologne 100ml Spray Gel De Baño 80ml;100 ml;74.59;144.95;70.36;48.5%;53;DST709362;3346130417217;Hermès - hermes eau d'orange verte eau de cologne;;
278;Perfumes;Hermès;Hermes Eau D'orange Verte Eau De Cologne 400ml;400 ml;131.64;214.95;83.31;38.8%;6;DST1350415;3346130493587;Hermès - hermes eau d'orange verte eau de cologne;;
279;Perfumes;Jo Malone;Peony & Blush Suede Eau de Cologne (EDC) 50ml;50 ml;60.28;114.95;54.67;47.6%;8;DST1294275;690251084913;Jo Malone - jo malone gardenia & oud absolu eau de cologne (un;;
280;Perfumes;Jo Malone;Dark Amber & Ginger Lilly Eau de Cologne (EDC) 50ml;50 ml;66.66;129.95;63.29;48.7%;3;DST1273174;690251045778;Jo Malone - jo malone gardenia & oud absolu eau de cologne (un;;
281;Perfumes;Jo Malone;Jo Malone Blackberry & Bay Eau de Cologne 100 ml (woman);100 ml;82.15;134.95;52.80;39.1%;44;DST1297962;690251081011;Jo Malone - jo malone gardenia & oud absolu eau de cologne (un;;
282;Perfumes;Jo Malone;English Oak & Hazelnut Eau De Cologne (edc) 100ml;100 ml;86.48;139.95;53.47;38.2%;59;DST987116;690251057016;Jo Malone - jo malone gardenia & oud absolu eau de cologne (un;;
283;Perfumes;Jo Malone;Basil & Neroli Eau De Cologne (edc) 100ml;100 ml;119.05;194.95;75.90;38.9%;3;DST859142;690251047840;Jo Malone - jo malone gardenia & oud absolu eau de cologne (un;;
284;Perfumes;Jo Malone;Rose & White Musk Absolu Eau de Cologne (EDC) 100ml;100 ml;154.65;224.95;70.30;31.3%;3;DST1287834;690251056217;Jo Malone - jo malone gardenia & oud absolu eau de cologne (un;;
285;Perfumes;Jo Malone;Jo Malone Gardenia & Oud Absolu Eau de Cologne 100 ml (unisex);100 ml;157.40;229.95;72.55;31.6%;4;DST936059;690251056231;Jo Malone - jo malone gardenia & oud absolu eau de cologne (un;;
286;Perfumes;Jo Malone;Jo Malone Dark Amber & Ginger Lily Eau de Cologne Intense 100 ml (woman);100 ml;145.99;234.95;88.96;37.9%;4;DST936057;690251122295;Jo Malone - jo malone dark amber & ginger lily eau de cologne ;;
287;Perfumes;Tom Ford;Tom Ford Fucking Fabulous Eau De Parfum 30 Ml  unisex;30 ml;120.32;194.95;74.63;38.3%;3;DST378904;888066094177;Tom Ford - tom ford fucking fabulous edp u;;
288;Perfumes;Tom Ford;Tom ford Eau De Soleil Blanc Eau De Toilette Spray 50 ml for Women;50 ml;111.63;179.95;68.32;38.0%;146;DST259064;888066075084;Tom Ford - tom ford fucking fabulous edp u;;
289;Perfumes;Tom Ford;Tom Ford Beauty - Bois Marocain Eau De Parfum 50Ml Vapo;50 ml;144.93;234.95;90.02;38.3%;4;DST1189181;888066138741;Tom Ford - tom ford fucking fabulous edp u;;
290;Perfumes;Tom Ford;Tom Ford Rose de Russie EDP U 50 ml;50 ml;158.87;234.95;76.08;32.4%;6;DST1300399;888066130561;Tom Ford - tom ford fucking fabulous edp u;;
291;Perfumes;Tom Ford;Tom ford Fucking Fabulous Eau De Parfum Spray 50 ml for Women;50 ml;189.81;279.95;90.14;32.2%;28;DST381679;888066083379;Tom Ford - tom ford fucking fabulous edp u;;
292;Perfumes;Tom Ford;TOM FORD - Rose Prick Eau de Parfum - 50 ml - eau de parfum;50 ml;207.79;304.95;97.16;31.9%;3;DST847306;888066107785;Tom Ford - tom ford fucking fabulous edp u;;
293;Perfumes;Tom Ford;Tom Ford Noir EDP M 100 ml;100 ml;92.94;149.95;57.01;38.0%;35;DST134897;888066015509;Tom Ford - tom ford fucking fabulous edp u;;
294;Perfumes;Tom Ford;Tom Ford - Cafe Rose - 100 ml - Eau de Parfum;100 ml;114.97;184.95;69.98;37.8%;15;DST1195698;888066028929;Tom Ford - tom ford fucking fabulous edp u;;
295;Perfumes;Tom Ford;Tom Ford Noir De Noir Eau De Parfum Spray 100 Ml For Women;100 ml;220.30;319.95;99.65;31.1%;25;DST222618;888066004480;Tom Ford - tom ford fucking fabulous edp u;;
296;Perfumes;Tom Ford;Tom Ford Fucking Fabulous EDP U 100 ml;100 ml;280.66;409.95;129.29;31.5%;8;DST1334653;888066094160;Tom Ford - tom ford fucking fabulous edp u;;
297;Perfumes;Tom Ford;Tom Ford Café Rose Eau De Parfum 30 ml (unisex);30 ml;51.81;99.95;48.14;48.2%;28;DST1243873;888066149082;Tom Ford - tom ford rose prick eau de parfum (unisex);;
298;Perfumes;Tom Ford;Tom Ford Rose D'Amalfi EDP U 30 ml;30 ml;108.03;174.95;66.92;38.3%;3;DST1365762;888066133388;Tom Ford - tom ford rose prick eau de parfum (unisex);;
299;Perfumes;Tom Ford;Tom Ford Rose Prick Eau De Parfum 30 ml (unisex);30 ml;133.96;214.95;80.99;37.7%;4;DST1278016;888066117135;Tom Ford - tom ford rose prick eau de parfum (unisex);;
300;Perfumes;Tom Ford;Tom ford Caf Rose Eau De Parfum Spray 50 ml for Women;50 ml;79.14;154.95;75.81;48.9%;8;DST7870;888066015585;Tom Ford - tom ford rose prick eau de parfum (unisex);;
301;Perfumes;Tom Ford;Tom Ford Café Rose Eau De Parfum 100 ml (unisex);100 ml;98.79;159.95;61.16;38.2%;129;DST1243872;888066144599;Tom Ford - tom ford rose prick eau de parfum (unisex);;
302;Perfumes;Tom Ford;Tom Ford Rose Prick Eau De Parfum 100 ml (unisex);100 ml;256.88;374.95;118.07;31.5%;5;DST1290047;888066113779;Tom Ford - tom ford rose prick eau de parfum (unisex);;
303;Perfumes;Tom Ford;Vanille Fatale Eau de Parfum Eau de Parfum (EDP) 50ml;50 ml;221.67;324.95;103.28;31.8%;3;DST1287945;888066150491;Tom Ford - vanille fatale eau de parfum eau de parfum (edp);;
304;Perfumes;Versace;Versace TABAC IMPERIAL EDP U 100 ml;100 ml;128.93;209.95;81.02;38.6%;4;DST1172044;8011003863747;Versace - versace tabac imperial edp u;;
305;Perfumes;Versace;Jasmin Au Soleil by Versace 100 ml - Eau De Parfum Spray (Unisex);100 ml;128.85;209.95;81.10;38.6%;6;DST371689;8011003848225;Versace - jasmin au soleil by versace - eau de parfum spray ;;
306;Perfumes;Versace;Versace Atelier Versace Fleur de Maté Eau De Parfum 100 ml (unisex);100 ml;122.00;199.95;77.95;39.0%;6;DST1292626;8011003863730;Versace - versace atelier versace fleur de maté eau de parfu;;
307;Perfumes;Yves Saint Laurent;Yves Saint Laurent Black Opium - 2 stuks - Geschenkset;50 ml;70.67;134.95;64.28;47.6%;145;DST89811;3660732069484;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
308;Perfumes;Yves Saint Laurent;Yves Saint Laurent Black Opium Neon 30 ml Eau de Parfum - Damesparfum;30 ml;47.61;94.95;47.34;49.9%;43;DST129242;3614272824966;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
309;Perfumes;Yves Saint Laurent;Yves Saint Laurent Black Opium Eau De Parfum Spray 30 ml for Women;30 ml;50.25;99.95;49.70;49.7%;7;DST388005;3365440787858;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
310;Perfumes;Yves Saint Laurent;Yves Saint Laurent Mon Paris Eau De Parfum Spray 30 Ml For Women;30 ml;52.41;99.95;47.54;47.6%;15;DST191295;3614270561665;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
311;Perfumes;Yves Saint Laurent;Yves Saint Laurent Libre Eau De Parfum For Women 30 Ml;30 ml;55.12;104.95;49.83;47.5%;396;DST186903;3614272648401;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
312;Perfumes;Yves Saint Laurent;Yves Saint Laurent Black Opium Over Red Eau De Parfum 30 ml (woman);30 ml;55.35;109.95;54.60;49.7%;6;DST1280410;3614274076585;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
313;Perfumes;Yves Saint Laurent;Yves Saint Laurent Libre Le Parfum 30 ml Eau de Parfum - Damesparfum;30 ml;56.82;109.95;53.13;48.3%;7;DST905830;3614273776134;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
314;Perfumes;Yves Saint Laurent;Yves Saint Laurent Black Opium 30 ml Eau de Parfum - Damesparfum;30 ml;57.53;109.95;52.42;47.7%;20;DST856801;3614273863384;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
315;Perfumes;Yves Saint Laurent;Yves Saint Laurent Libre 30 ml Eau de Parfum Intense - Damesparfum;30 ml;57.89;109.95;52.06;47.3%;14;DST246134;3614273069533;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
316;Perfumes;Yves Saint Laurent;Yves Saint Laurent Mon Paris Intensément EDP W 30 ml;30 ml;59.78;114.95;55.17;48.0%;7;DST850669;3614272899698;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
317;Perfumes;Yves Saint Laurent;Yves Saint Laurent Black Opium Extreme 30 ml Eau de Parfum;30 ml;60.98;119.95;58.97;49.2%;7;DST848653;3614273256506;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
318;Perfumes;Yves Saint Laurent;Yves Saint Laurent Libre 50 ml Eau de Parfum - Damesparfum;50 ml;68.75;134.95;66.20;49.1%;6;DST244376;3614272648418;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
319;Perfumes;Yves Saint Laurent;Yves Saint Laurent Libre 50 ml Eau de Parfum Intense - Damesparfum;50 ml;71.42;139.95;68.53;49.0%;26;DST88938;3614273069540;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
320;Perfumes;Yves Saint Laurent;"Yves Saint Laurent Libre L & #39;absolu Platine Edp Vapo 50 ml";50 ml;72.10;139.95;67.85;48.5%;23;DST1284719;3614273923859;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
321;Perfumes;Yves Saint Laurent;Yves Saint Laurent Libre Flowers & Flames EDP W 50 ml;50 ml;73.10;139.95;66.85;47.8%;10;DST1336619;3614274151152;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
322;Perfumes;Yves Saint Laurent;Yves Saint Laurent Libre 50 ml Eau de Parfum - Damesparfum;50 ml;74.45;144.95;70.50;48.6%;17;DST850873;3614273776110;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
323;Perfumes;Yves Saint Laurent;Yves Saint Laurent Mon Paris Floral EDP W 50 ml;50 ml;80.60;129.95;49.35;38.0%;3;DST388973;3614272491342;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
324;Perfumes;Yves Saint Laurent;Yves Saint Laurent Y Intense EDP M 60 ml;60 ml;61.80;119.95;58.15;48.5%;9;DST844516;3614273898461;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
325;Perfumes;Yves Saint Laurent;Yves Saint Laurent Y 60 ml Eau de Parfum - Herenparfum;60 ml;61.85;119.95;58.10;48.4%;605;DST74091;3614272050341;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
326;Perfumes;Yves Saint Laurent;Yves Saint Laurent MYSLF EDP M 60ml;60 ml;64.95;124.95;60.00;48.0%;7;DST1290564;3614273852821;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
327;Perfumes;Yves Saint Laurent;Yves Saint Laurent Black Opium Illicit Green 75 ml Eau de Parfum - Damesparfum;75 ml;68.08;129.95;61.87;47.6%;13;DST847357;3614273642880;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
328;Perfumes;Yves Saint Laurent;Yves Saint Laurent M7 Oud Absolu - 80 ml - eau de toilette spray - herenparfum;80 ml;66.40;129.95;63.55;48.9%;32;DST853379;3365440037281;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
329;Perfumes;Yves Saint Laurent;Yves Saint Laurent Elle EDP W 80 ml;80 ml;67.82;129.95;62.13;47.8%;177;DST1360687;3614274222982;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
330;Perfumes;Yves Saint Laurent;Yves Saint Laurent La Collection In Love Again EDT W 80 ml;80 ml;73.67;139.95;66.28;47.4%;148;DST855469;3365440043978;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
331;Perfumes;Yves Saint Laurent;Yves Saint Laurent Yvresse Eau De Toilette Spray 80 ml for Women;80 ml;97.64;159.95;62.31;39.0%;6;DST155317;3365440037045;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
332;Perfumes;Yves Saint Laurent;Yves Saint Laurent Parisienne 90 ml Eau de Parfum - Damesparfum;90 ml;78.37;149.95;71.58;47.7%;6;DST16797;3365440358300;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
333;Perfumes;Yves Saint Laurent;Yves Saint Laurent Mon Paris EDP W 90 ml;90 ml;82.59;134.95;52.36;38.8%;10;DST17020;3614270561634;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
334;Perfumes;Yves Saint Laurent;Yves Saint Laurent Opium 90ml Eau de Toilette - Damesparfum;90 ml;88.59;144.95;56.36;38.9%;3;DST224500;3365440556386;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
335;Perfumes;Yves Saint Laurent;Yves Saint Laurent Opium Black 90 ml Eau de Parfum - Damesparfum;90 ml;88.64;144.95;56.31;38.8%;18;DST385685;3365440787971;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
336;Perfumes;Yves Saint Laurent;Yves Saint Laurent Black Opium Over Red Eau De Parfum 90 ml (woman);90 ml;94.04;154.95;60.91;39.3%;11;DST1290049;3614274076202;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
337;Perfumes;Yves Saint Laurent;Yves Saint Laurent Libre 90 ml Eau de Parfum - Damesparfum;90 ml;94.49;154.95;60.46;39.0%;623;DST848119;3614272648425;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
338;Perfumes;Yves Saint Laurent;"Yves Saint Laurent Libre L & #39;absolu Platine Edp Vapo 90 ml";90 ml;99.38;159.95;60.57;37.9%;4;DST1290610;3614273924030;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
339;Perfumes;Yves Saint Laurent;Yves Saint Laurent Libre Intense 90 ml Eau de Parfum - Damesparfum;90 ml;101.68;164.95;63.27;38.4%;10;DST88958;3614273069557;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
340;Perfumes;Yves Saint Laurent;Vanderbilt Jardin A New York Eau De Perfume Spray 100ml;100 ml;12.08;29.95;17.87;59.7%;3;DST354070;3600550949292;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
341;Perfumes;Yves Saint Laurent;Yves Saint Laurent Rive Gauche 100 ml Eau de Toilette - Damesparfum;100 ml;61.74;119.95;58.21;48.5%;75;DST932281;3365440246737;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
342;Perfumes;Yves Saint Laurent;Yves Saint Laurent Y 100 ml Eau de Toilette - Herenparfum;100 ml;69.97;134.95;64.98;48.2%;7;DST224555;3614271716026;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
343;Perfumes;Yves Saint Laurent;Yves Saint Laurent Rive Gauche Edt W 100 Ml;100 ml;71.90;139.95;68.05;48.6%;6;DST1222303;3365440108783;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
344;Perfumes;Yves Saint Laurent;Yves Saint Laurent Y EDP M 100 ml;100 ml;82.02;134.95;52.93;39.2%;10;DST83825;3614272050358;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
345;Perfumes;Yves Saint Laurent;Yves Saint Laurent Y Intense EDP M 100 ml;100 ml;85.94;139.95;54.01;38.6%;5;DST844515;3614273898478;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
346;Perfumes;Yves Saint Laurent;Yves Saint Laurent Myslf 100 ml Eau de Parfum - Herenparfum;100 ml;88.86;144.95;56.09;38.7%;750;DST1094460;3614273852814;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
347;Perfumes;Yves Saint Laurent;Yves Saint Laurent Lavalliere EDP U 125 ml;125 ml;131.48;214.95;83.47;38.8%;15;DST863086;3614273753869;Yves Saint Laurent - yves saint laurent lavalliere edp u;;
348;Perfumes;Yves Saint Laurent;Yves Saint Laurent Black Opium 150 ml Eau de Parfum - Damesparfum;150 ml;113.60;184.95;71.35;38.6%;19;DST187655;3614271969477;Yves Saint Laurent - yves saint laurent lavalliere edp u;;

--- MAKEUP ---

349;Makeup;Caudalie;Caudalie Vinocrush Colour Cream Shade 2 30ml;30 ml;27.62;64.95;37.33;57.5%;6;DST1201713;3522930004103;Caudalie - caudalie vinocrush colour cream shade;;
350;Makeup;Chanel;CHANEL LES BEIGES PALETTE REGARD;1 pcs;56.22;109.95;53.73;48.9%;21;DST969298;3145891841909;Chanel - chanel les beiges palette regard;;
351;Makeup;Chanel;CHANEL Les Beiges Touche De Teint Water Fresh 30 ml Pompflacon Vloeistof B20;30 ml;54.63;104.95;50.32;47.9%;4;DST969271;3145891845662;Chanel - chanel les beiges palette regard;;
352;Makeup;Chanel;Chanel Les Beiges Water-fresh Blush #warm Pink;1 pcs;44.98;89.95;44.97;50.0%;6;DST1281504;3145891849400;Chanel - chanel les beiges touche de teint water fresh pomp;;
353;Makeup;Clarins;CLARINS - Ombre Skin - 1.5 gr - Oogschaduw;1.5 gr;15.89;39.95;24.06;60.2%;3;DST858422;3666057165573;Clarins - clarins ombre 4 couleurs eyeshadow - oogschaduw - ;;
354;Makeup;Clarins;CLARINS - Ombre Skin - 1.5 gr - Oogschaduw;1.5 gr;24.14;59.95;35.81;59.7%;20;DST858424;3666057165597;Clarins - clarins ombre 4 couleurs eyeshadow - oogschaduw - ;;
355;Makeup;Clarins;Clarins Ombre 4 Couleurs Eyeshadow - Oogschaduw - 07 Bronze Gradation;1 pcs;36.38;69.95;33.57;48.0%;5;DST419643;3666057051814;Clarins - clarins ombre 4 couleurs eyeshadow - oogschaduw - ;;
356;Makeup;Clarins;"Clarins Foundation Skin Illusion Velvet Natural Matifying &amp; Hydrating Foundation 112.3N Sandelwood";1 pcs;34.55;69.95;35.40;50.6%;12;DST845018;3380810482508;Clarins - clarins foundation skin illusion velvet natural ma;;
357;Makeup;Clarins;Clarins Skin Illusion SPF 15 Naturel Hydratation - Foundation - 107 Beige - 30 ml;30 ml;31.27;59.95;28.68;47.8%;23;DST844484;3380810234329;Clarins - clarins foundation skin illusion velvet natural ma;;
358;Makeup;Clarins;Clarins Skin Illusion Teint Naturel Hydratation - SPF 15 - Foundation - 109 Wheat - 30 ml;30 ml;31.61;64.95;33.34;51.3%;32;DST844490;3380810234367;Clarins - clarins foundation skin illusion velvet natural ma;;
359;Makeup;Clarins;Clarins Skin Illusion SPF 15 Naturel Hydratation - Foundation - 108 Sand - 30 ml;30 ml;31.70;64.95;33.25;51.2%;60;DST844486;3380810234336;Clarins - clarins foundation skin illusion velvet natural ma;;
360;Makeup;Clarins;Clarins Skin Illusion Teint Naturel Hydratation - SPF 15 - Foundation - 113 Chestnut - 30 ml;30 ml;32.62;64.95;32.33;49.8%;16;DST844499;3380810234428;Clarins - clarins foundation skin illusion velvet natural ma;;
361;Makeup;Clarins;Clarins Skin Illusion Teint Naturel Hydratation - SPF 15 - Foundation - 112.3 Sandalwood - 30 ml;30 ml;33.05;64.95;31.90;49.1%;12;DST858366;3380810234404;Clarins - clarins foundation skin illusion velvet natural ma;;
362;Makeup;Clinique;Clinique All About Shadow Soft Shimmer 1c-Foxier 2,2g;2 ml;22.74;54.95;32.21;58.6%;26;DST1296421;192333200599;Clinique - clinique all about shadow quad teddy bear 4;;
363;Makeup;Clinique;Clinique All About Shadow Duo Day Into Date 2,2g;2 ml;28.06;64.95;36.89;56.8%;8;DST1296436;192333201169;Clinique - clinique all about shadow quad teddy bear 4;;
