No.;Category;Brand;Product Name;Size;Wholesale Price (€);Suggested Selling Price (€);Profit per Unit (€);Margin %;Stock Available;Source ID;EAN;Variant Group;Your Decision (KEEP/REMOVE);Your Custom Price (€)

--- PERFUMES ---
490;Skincare;Elizabeth Arden;BACK IN STOCK  Elizabeth Arden 4ml Prevage Clinical Lash and Brow Enhancing Serum;4 ml;39.58;79.95;40.37;50.5%;6;DST119186;85805151768;Elizabeth Arden - back in stock elizabeth arden prevage anti aging d;;
491;Skincare;Elizabeth Arden;Elizabeth Arden Arden Cos Ceramide Retinol Eye Treatment 15ml;15 ml;33.24;64.95;31.71;48.8%;119;DST175663;85805242435;Elizabeth Arden - back in stock elizabeth arden prevage anti aging d;;
492;Skincare;Elizabeth Arden;BACK IN STOCK  Elizabeth Arden 15ml Prevage Anti Aging Intensive Repair Eye Serum;15 ml;56.15;109.95;53.80;48.9%;25;DST119216;85805530273;Elizabeth Arden - back in stock elizabeth arden prevage anti aging d;;
493;Skincare;Elizabeth Arden;Back In Stock  Elizabeth Arden 30ml Prevage Anti aging Intensive Repair Serum;30 ml;79.55;154.95;75.40;48.7%;58;DST119236;85805144715;Elizabeth Arden - back in stock elizabeth arden prevage anti aging d;;
494;Skincare;Elizabeth Arden;Back In Stock  Elizabeth Arden 50ml Prevage Anti aging Daily Serum;50 ml;130.21;209.95;79.74;38.0%;4;DST20082;85805240288;Elizabeth Arden - back in stock elizabeth arden prevage anti aging d;;
495;Skincare;Elizabeth Arden;Elizabeth Arden - VISIBLE DIFFERENCE skin balancing exfoliating cleanser 150ml;150 ml;18.70;44.95;26.25;58.4%;5;DST252690;85805520700;Elizabeth Arden - back in stock elizabeth arden prevage anti aging d;;
496;Skincare;Elizabeth Arden;Elizabeth Arden Prevage Eye 2 0 Serum 20ml;20 ml;38.85;74.95;36.10;48.2%;14;DST176654;85805246808;Elizabeth Arden - elizabeth arden prevage anti-aging moisture cream ;;
497;Skincare;Elizabeth Arden;Elizabeth Arden Prevage Anti-Aging Overnight Cream 50ml;50 ml;99.11;159.95;60.84;38.0%;5;DST713290;85805259471;Elizabeth Arden - elizabeth arden prevage anti-aging moisture cream ;;
498;Skincare;Elizabeth Arden;Elizabeth Arden Prevage Anti-Aging Moisture Cream Spf30 50ml;50 ml;111.14;179.95;68.81;38.2%;12;DST713289;85805259433;Elizabeth Arden - elizabeth arden prevage anti-aging moisture cream ;;
499;Skincare;Estée Lauder;EstEe Lauder Turbolash Serum 6ml;6 ml;24.76;59.95;35.19;58.7%;8;DST858453;887167582897;Estée Lauder - estee lauder re-nutriv ultimate lift regenariting ;;
500;Skincare;Estée Lauder;EstEe Lauder Futurist Skintint Serum Spf20 #4w 30 Ml;30 ml;31.97;64.95;32.98;50.8%;5;DST905501;887167612389;Estée Lauder - estee lauder re-nutriv ultimate lift regenariting ;;
501;Skincare;Estée Lauder;Estee Lauder Perfectionist Day Cream 30 Ml;30 ml;33.96;64.95;30.99;47.7%;133;DST153919;887167425958;Estée Lauder - estee lauder re-nutriv ultimate lift regenariting ;;
502;Skincare;Estée Lauder;EstEe Lauder Futurist Skintint Serum Spf20 #1n 30 Ml;30 ml;34.40;69.95;35.55;50.8%;3;DST905495;887167612303;Estée Lauder - estee lauder re-nutriv ultimate lift regenariting ;;
503;Skincare;Estée Lauder;EstEe Lauder Futurist Skintint Serum Spf20 #5n 30 Ml;30 ml;35.31;69.95;34.64;49.5%;3;DST905502;887167612402;Estée Lauder - estee lauder re-nutriv ultimate lift regenariting ;;
504;Skincare;Estée Lauder;EstEe Lauder Futurist Skintint Serum Spf20 #0n 30 Ml;30 ml;36.82;69.95;33.13;47.4%;3;DST905493;887167612280;Estée Lauder - estee lauder re-nutriv ultimate lift regenariting ;;
505;Skincare;Estée Lauder;Estee Lauder Futurist SkinTint Serum 2C0 Vanilla 30 ml;30 ml;40.73;79.95;39.22;49.1%;3;DST1279603;887167612327;Estée Lauder - estee lauder re-nutriv ultimate lift regenariting ;;
506;Skincare;Estée Lauder;Estee Lauder, Re-Nutriv - Ultimate Radiant White Brightening Youth, White Tuberose Extract, Hydrates/Nourishes/Strengthe...;30 ml;134.12;214.95;80.83;37.6%;12;DST1326696;887167504905;Estée Lauder - estee lauder re-nutriv ultimate lift regenariting ;;
507;Skincare;Estée Lauder;Estee Lauder, Re-Nutriv - Ultimate Radiant White Brightening Youth, White Tuberose Extract, Hydrates/Nourishes/Strengthe...;30 ml;138.35;224.95;86.60;38.5%;17;DST1326686;887167294165;Estée Lauder - estee lauder re-nutriv ultimate lift regenariting ;;
508;Skincare;Estée Lauder;ESTEE LAUDER Re-nutriv Ultimate Lift Regenariting Youth Serum 30 ml for Woman;30 ml;245.92;359.95;114.03;31.7%;3;DST1286341;887167532984;Estée Lauder - estee lauder re-nutriv ultimate lift regenariting ;;
509;Skincare;Estée Lauder;ESTEE LAUDER Futurist Hydra Rescue Moisturizing Makeup SPF 45 rozA   A wietlajA  A   cy podkA   A ad do twarzy 4N1 Shell...;35 ml;29.97;69.95;39.98;57.2%;62;DST82570;887167466708;Estée Lauder - estee lauder re-nutriv ultimate lift regenariting ;;
510;Skincare;Estée Lauder;ESTEE LAUDER Futurist Hydra Rescue Moisturizing Makeup SPF 45 roz wietlaj cy podk ad do twarzy 3N1 Ivory Beige 35ml;35 ml;32.63;64.95;32.32;49.8%;5;DST72111;887167466715;Estée Lauder - estee lauder re-nutriv ultimate lift regenariting ;;
511;Skincare;Estée Lauder;ESTEE LAUDER Futurist Hydra Rescue Moisturizing Makeup SPF 45 roz wietlaj cy podk ad do twarzy 1N0 Porcelain 35ml;35 ml;39.98;79.95;39.97;50.0%;4;DST72378;887167466784;Estée Lauder - estee lauder re-nutriv ultimate lift regenariting ;;
512;Skincare;Estée Lauder;Estee Lauder Daywear Day Cream Spf 15   50ml;50 ml;34.29;69.95;35.66;51.0%;108;DST120088;27131763512;Estée Lauder - estee lauder re-nutriv ultimate lift regenariting ;;
513;Skincare;Estée Lauder;Estee Lauder Perfectly Clean Multi action Creme Cleanser  Moisture Mask Cleansing Cream   150 Ml;150 ml;20.54;49.95;29.41;58.9%;99;DST359163;27131987857;Estée Lauder - estee lauder re-nutriv ultimate lift regenariting ;;
514;Skincare;Estée Lauder;Estee Lauder Perfectly Clean Multi action Foam Cleanser  Purifying Mask Face Mask   150 Ml;150 ml;21.99;54.95;32.96;60.0%;750;DST120107;27131987840;Estée Lauder - estee lauder re-nutriv ultimate lift regenariting ;;
515;Skincare;Estée Lauder;Estée Lauder Perfectionist Pro Sérum De Tratamiento Iluminador Rápido 50ml;50 ml;94.49;154.95;60.46;39.0%;21;DST1295821;887167558496;Estée Lauder - estée lauder perfectionist pro sérum de tratamient;;
516;Skincare;Filorga;Filorga GLOBAL-REPAIR Multi-Revitaliserende Voedende Balsem 50 ml;50 ml;72.39;139.95;67.56;48.3%;5;DST318719;3540550011431;Filorga - filorga global-repair multi-revitaliserende voeden;;
517;Skincare;Filorga;Filorga NCEF-Revitalize Polyrevitalizing Anti-Aging Serum 30ml;30 ml;64.97;124.95;59.98;48.0%;5;DST1300158;3540550015378;Filorga - filorga ncef-revitalize polyrevitalizing anti-agin;;
518;Skincare;Filorga;Filorga Serum Skin Unify Intensive Sérum Uniformisant;30 ml;52.29;99.95;47.66;47.7%;8;DST229310;3540550000077;Filorga - filorga time-filler intensive 5xp serum;;
519;Skincare;Filorga;Filorga Time-Filler Intensive 5XP Serum 30ml;30 ml;56.99;109.95;52.96;48.2%;3;DST1354217;3540550017198;Filorga - filorga time-filler intensive 5xp serum;;
520;Skincare;Filorga;Filorga Time-Filler Night 5XP Night Cream 50ml;50 ml;40.21;79.95;39.74;49.7%;4;DST1336803;3540550016450;Filorga - filorga time-filler intensive 5xp serum;;
521;Skincare;Givenchy;Givenchy, L' Intemporel, Age-Defying, Serum, For Face, 30 ml;30 ml;88.20;144.95;56.75;39.2%;3;DST3274872430754;3274872430754;Givenchy - givenchy, l' intemporel, age-defying, serum, for f;;
522;Skincare;Guerlain;Guerlain Orchidee Imperiale Serum De Ojos 15ml;15 ml;119.32;194.95;75.63;38.8%;11;DST709826;3346470619739;Guerlain - guerlain orchidee imperiale serum facial;;
523;Skincare;Guerlain;Guerlain Orchidee Imperiale Serum Facial 30ml;30 ml;322.54;469.95;147.41;31.4%;6;DST708309;3346470619685;Guerlain - guerlain orchidee imperiale serum facial;;
524;Skincare;Guerlain;Guerlain Orchidée Impériale The Imperial Oil gezichtsolie - 30 ml;30 ml;102.86;164.95;62.09;37.6%;49;DST157359;3346470614031;Guerlain - guerlain orchidée impériale mascarilla;;
525;Skincare;Guerlain;Guerlain Orchidée Impériale Mascarilla 75ml;75 ml;185.35;269.95;84.60;31.3%;20;DST1296579;3346470620117;Guerlain - guerlain orchidée impériale mascarilla;;
526;Skincare;Kérastase;Kerastase Premiere Repair Serum 90 ml;90 ml;48.40;94.95;46.55;49.0%;58;DST1361891;3474637196677;Kérastase - kerastase premiere repair serum;;
527;Skincare;Lancôme;Lancome Serum Skin Care Absolue The Revitalizing Oleo Serum Anti Aging;1 pcs;126.87;204.95;78.08;38.1%;6;DST379334;3614272048553;Lancôme - lancome serum skin care absolue the revitalizing o;;
528;Skincare;Lancôme;Lancôme Skin Care Génifique Night Crème 50 ml - Nachtcrème;50 ml;57.68;109.95;52.27;47.5%;4;DST257530;3614273774413;Lancôme - lancome serum skin care absolue the revitalizing o;;
529;Skincare;Lancôme;Lancome Skin Care Renergie Redefining Night Cream Creme RimpelsStevigheidLifting 50ml;50 ml;78.72;149.95;71.23;47.5%;12;DST7988;3605532670270;Lancôme - lancome serum skin care absolue the revitalizing o;;
530;Skincare;Lancôme;Lancome Skin Care Cleansers Non Oily Instant Cleanser Lotion Waterproof 125ml;125 ml;19.65;49.95;30.30;60.7%;16;DST158020;3147758030334;Lancôme - lancome serum skin care absolue the revitalizing o;;
531;Skincare;Lancôme;Lancome Skin Care Cleansers Comforting Makeup Remover Milk Melk Droge Huid 200ml;200 ml;24.25;59.95;35.70;59.5%;45;DST157207;3147758030228;Lancôme - lancome serum skin care absolue the revitalizing o;;
532;Skincare;Lancôme;Lancome Skin Care Cleansers Softening Hydrating Toner Lotion Alle Huidtypen 400ml;400 ml;31.56;59.95;28.39;47.4%;178;DST388493;3147758030235;Lancôme - lancome serum skin care absolue the revitalizing o;;
533;Skincare;Lancôme;Lancome W. Advanced Genifique Youth Activating Concentrate 100 Ml;100 ml;94.49;154.95;60.46;39.0%;89;DST115126;3614272623507;Lancôme - lancome w. advanced genifique youth activating con;;
534;Skincare;Nuxe;Nuxe Nuxuriance Gold The Oil Serum Revitalising 30ml;30 ml;33.73;64.95;31.22;48.1%;15;DST1282013;3264680037252;Nuxe - nuxe nuxuriance gold nutri-revitalizing serum;;
535;Skincare;Nuxe;Nuxe Nuxuriance Gold Nutri-Revitalizing Serum 30ml;30 ml;56.35;109.95;53.60;48.7%;33;DST164115;3264680015939;Nuxe - nuxe nuxuriance gold nutri-revitalizing serum;;
536;Skincare;Nuxe;Nuxe Super Serum 10 Eye Contour 15 ml;15 ml;28.29;69.95;41.66;59.6%;31;DST1274170;3264680032578;Nuxe - nuxe super serum [10];;
537;Skincare;Nuxe;Super Serum [10] Skin Serum 30ml;30 ml;33.73;64.95;31.22;48.1%;750;DST749103;3264680023323;Nuxe - nuxe super serum [10];;
538;Skincare;Nuxe;Nuxe Super Serum [10] 50 Ml;50 ml;52.49;99.95;47.46;47.5%;19;DST749403;3264680035104;Nuxe - nuxe super serum [10];;
539;Skincare;Origins;Origins, Plantscription Multi-Powered, Anti-Ageing, Serum, For Face, 50 ml;50 ml;54.63;104.95;50.32;47.9%;12;DST1329150;717334250444;Origins - origins, plantscription multi-powered, anti-ageing;;
540;Skincare;Payot;Payot Roselift Sculpting Night Cream 50ml;50 ml;38.51;74.95;36.44;48.6%;18;DST1196462;3390150585906;Payot - payot suprême youth night cream;;
541;Skincare;Payot;Payot Suprême Youth Night Cream 50ml;50 ml;53.58;104.95;51.37;48.9%;135;DST1183500;3390150586019;Payot - payot suprême youth night cream;;
542;Skincare;Shiseido;Anti-Veroudering Reinigende Foam Future Solution Lx Shiseido;1 pcs;34.04;64.95;30.91;47.6%;37;DST23221;768614139188;Shiseido - shiseido - future solution lx ultimate serum - fac;;
543;Skincare;Shiseido;Shiseido - FUTURE Solution LX Ultimate Serum - Face Serum;1 pcs;344.64;499.95;155.31;31.1%;8;DST24172;729238159501;Shiseido - shiseido - future solution lx ultimate serum - fac;;
544;Skincare;Shiseido;Shiseido Shi Lx Fut Solut Legendar Enmei Ser30;1 pcs;186.66;274.95;88.29;32.1%;17;DST1244573;729238212459;Shiseido - shiseido shi lx fut solut legendar enmei ser30;;
545;Skincare;Shiseido;Shiseido FSLX Intensive Shine Firming Serum 50 ml;50 ml;126.82;204.95;78.13;38.1%;227;DST1357589;729238212626;Shiseido - shiseido fslx intensive shine firming serum;;

--- HAIRCARE ---

546;Haircare;Balmain;Balmain Hair Couture Homme Hair Perfume 100 ml;100 ml;100.62;164.95;64.33;39.0%;5;DST852032;8720246245080;Balmain - balmain hair couture homme hair perfume;;
547;Haircare;Carolina Herrera;Moroccanoil Color Complete Chromatech - Haarmasker - 1000 ml;1000 ml;78.16;149.95;71.79;47.9%;5;DST22884;7290017279091;Carolina Herrera - moroccanoil color complete chromatech - haarmasker;;
548;Haircare;Kérastase;Kérastase Première Concentré - Calciumverwijderende Herstellende Pre-shampoo - Voor Beschadigd Haar - 250ml;250 ml;52.86;104.95;52.09;49.6%;68;DST1357936;3474637196684;Kérastase - kérastase première concentré - calciumverwijderend;;
549;Haircare;Kérastase;Kérastase Blond Absolu Cicaflash Conditioner 250ml - vrouwen - Voor Gekleurd haar/Grijs haar/Normaal haar - Conditioner ...;250 ml;33.73;64.95;31.22;48.1%;88;DST426805;3474636692361;Kérastase - kérastase blond absolu cicaflash conditioner - vro;;
550;Haircare;Kérastase;Kérastase Soleil Bain Après Soleil - Aftersun shampoo die het haar voedt en het haar laat glanzen - 250ml;250 ml;24.76;59.95;35.19;58.7%;100;DST3474636695249;3474636695249;Kérastase - kérastase soleil bain après soleil - aftersun sham;;
551;Haircare;MAC;Lash Dry Shampoo Mascara Refresher - VrchnI Řasenka S Efektem SuchEho Šamponu Pro Objem Řas 6,5 Ml;5 ml;19.74;49.95;30.21;60.5%;14;DST1041805;773602646746;MAC - lash dry shampoo mascara refresher - vrchni řasenk;;
552;Haircare;Moroccanoil;Moroccanoil Treatment Original Haarolie - 25 ml;25 ml;16.60;39.95;23.35;58.4%;10;DST22687;7290011521127;Moroccanoil - moroccanoil light treatment;;
553;Haircare;Moroccanoil;Moroccanoil Treatment Light Haarolie - 100 ml;100 ml;37.92;74.95;37.03;49.4%;60;DST22663;7290011521677;Moroccanoil - moroccanoil light treatment;;
554;Haircare;Moroccanoil;Moroccanoil Treatment Haarolie - 100 ml;100 ml;39.05;74.95;35.90;47.9%;287;DST22619;7290011521011;Moroccanoil - moroccanoil light treatment;;
555;Haircare;Moroccanoil;Moroccanoil Light Treatment - 200 ml;200 ml;50.34;99.95;49.61;49.6%;31;DST174350;7290011521684;Moroccanoil - moroccanoil light treatment;;
556;Haircare;Moroccanoil;Moroccanoil Hydrating - Shampoo - 70 ml;70 ml;11.20;29.95;18.75;62.6%;63;DST186088;7290011521790;Moroccanoil - moroccanoil blonde perfecting purple shampoo;;
557;Haircare;Moroccanoil;Moroccanoil Purple Perfecting - Conditioner - 200 ml;200 ml;19.56;44.95;25.39;56.5%;3;DST231534;7290113145276;Moroccanoil - moroccanoil blonde perfecting purple shampoo;;
558;Haircare;Moroccanoil;Moroccanoil Purple Perfecting Shampoo - 200 ml;200 ml;23.51;54.95;31.44;57.2%;5;DST81708;7290113140035;Moroccanoil - moroccanoil blonde perfecting purple shampoo;;
559;Haircare;Moroccanoil;Moroccanoil Hydrating Shampoo - 250 ml;250 ml;23.57;54.95;31.38;57.1%;61;DST22704;7290011521806;Moroccanoil - moroccanoil blonde perfecting purple shampoo;;
560;Haircare;Moroccanoil;Moroccanoil Smoothing Shampoo - 250 ml;250 ml;23.84;54.95;31.11;56.6%;4;DST22768;7290014344921;Moroccanoil - moroccanoil blonde perfecting purple shampoo;;
561;Haircare;Moroccanoil;Moroccanoil Blonde Perfecting Purple Shampoo - 1000 ml;1000 ml;43.47;84.95;41.48;48.8%;23;DST698071;7290113140028;Moroccanoil - moroccanoil blonde perfecting purple shampoo;;
562;Haircare;Moroccanoil;Moroccanoil Moisture Repair - Conditioner - 70ml;70 ml;9.76;24.95;15.19;60.9%;25;DST848050;7290011521967;Moroccanoil - moroccanoil hydraterend - conditioner;;
563;Haircare;Moroccanoil;Moroccanoil Hydrating - Conditioner - 70 ml;70 ml;11.68;29.95;18.27;61.0%;15;DST170261;7290011521820;Moroccanoil - moroccanoil hydraterend - conditioner;;
564;Haircare;Moroccanoil;Moroccanoil Hydrating Conditioner - 250 ml;250 ml;22.95;54.95;32.00;58.2%;97;DST22717;7290011521837;Moroccanoil - moroccanoil hydraterend - conditioner;;
565;Haircare;Moroccanoil;Moroccanoil Moisture Repair Conditioner - 250 ml;250 ml;23.43;54.95;31.52;57.4%;114;DST22655;7290011521202;Moroccanoil - moroccanoil hydraterend - conditioner;;
566;Haircare;Moroccanoil;Moroccanoil Curl Enhancing Conditioner - 250 ml;250 ml;23.60;54.95;31.35;57.1%;5;DST22845;7290016494341;Moroccanoil - moroccanoil hydraterend - conditioner;;
567;Haircare;Moroccanoil;Moroccanoil Smoothing Conditioner - 250 ml;250 ml;24.11;59.95;35.84;59.8%;5;DST22785;7290014344945;Moroccanoil - moroccanoil hydraterend - conditioner;;
568;Haircare;Moroccanoil;Moroccanoil Hydraterend - Conditioner - 1000ml;1000 ml;41.56;79.95;38.39;48.0%;11;DST187864;7290011521844;Moroccanoil - moroccanoil hydraterend - conditioner;;
569;Haircare;Narciso Rodriguez;Haar Parfum Hair Mist Narciso Rodriguez (30 ml);30 ml;27.55;64.95;37.40;57.6%;18;DST12061;3423478837355;Narciso Rodriguez - narciso rodriguez narciso rodriguez for her hair m;;
570;Haircare;Narciso Rodriguez;Narciso Rodriguez NARCISO RODRIGUEZ FOR HER Hair mist - 30 ml;30 ml;27.70;64.95;37.25;57.4%;59;DST121876;3423470890228;Narciso Rodriguez - narciso rodriguez narciso rodriguez for her hair m;;
571;Haircare;Nuxe;Nuxe Prodigieux Néroli Multi-Purpose Dry Oil + High Shine Shampoo 100 ml + 30 ml;100 ml;19.20;44.95;25.75;57.3%;28;DST1354306;3264680039355;Nuxe - nuxe prodigieux néroli multi-purpose dry oil + hig;;
572;Haircare;Olaplex;Olaplex Professional Travel Kit;1 pcs;91.36;149.95;58.59;39.1%;45;DST1290951;850018802857;Olaplex - olaplex professional travel kit;;
573;Haircare;Olaplex;Olaplex No.5 Bond Maintenance Conditioner 8.5;1 pcs;18.53;44.95;26.42;58.8%;500;DST850184;850018802659;Olaplex - olaplex no.4 fine bond maintenance shampoo;;
574;Haircare;Olaplex;Olaplex N 5 Bond Maintenance Conditioner 1 L New;1 lt;42.20;84.95;42.75;50.3%;500;DST708828;850018802451;Olaplex - olaplex no.4 fine bond maintenance shampoo;;
575;Haircare;Olaplex;Olaplex N 4 Bond Maintenance Shampoo 1 L New;1 lt;42.92;84.95;42.03;49.5%;500;DST708829;850018802444;Olaplex - olaplex no.4 fine bond maintenance shampoo;;
576;Haircare;Olaplex;Olaplex - No.4 Bond Maintenance Shampoo - Shampoo voor alle haartypes - 250 ml;250 ml;18.25;44.95;26.70;59.4%;500;DST848057;850018802598;Olaplex - olaplex no.4 fine bond maintenance shampoo;;
577;Haircare;Olaplex;OLAPLEX No.4 Bond Maintainance - Shampoo - 250 ml;250 ml;20.44;49.95;29.51;59.1%;55;DST423453;896364002428;Olaplex - olaplex no.4 fine bond maintenance shampoo;;
578;Haircare;Olaplex;Olaplex No.5 Fine - Bond Maintenance Conditioner - 1000 ml;1000 ml;47.47;94.95;47.48;50.0%;80;DST1374703;850056933629;Olaplex - olaplex no.4 fine bond maintenance shampoo;;
579;Haircare;Olaplex;Olaplex No.4 Fine Bond Maintenance Shampoo 1000ml;1000 ml;48.83;94.95;46.12;48.6%;106;DST1374704;850056933551;Olaplex - olaplex no.4 fine bond maintenance shampoo;;
580;Haircare;Paul Mitchell;Paul Mitchell Shampoo for gentle hair washing Original (Shampoo One Gentle Wash);100 ml;12.58;29.95;17.37;58.0%;5;DST1253876;9531113074;Paul Mitchell - paul mitchell clean beauty hydrate conditioner;;
581;Haircare;Paul Mitchell;Paul Mitchell Clean Beauty Anti-Frizz Shampoo 250 ml;250 ml;18.12;44.95;26.83;59.7%;8;DST1248238;9531131986;Paul Mitchell - paul mitchell clean beauty hydrate conditioner;;
582;Haircare;Paul Mitchell;Paul Mitchell Clean Beauty Scalp Therapy Conditioner 250 ml;250 ml;18.56;44.95;26.39;58.7%;9;DST1248251;9531133706;Paul Mitchell - paul mitchell clean beauty hydrate conditioner;;
583;Haircare;Paul Mitchell;Paul Mitchell Clean Beauty Repair Shampoo 1000 ml;1000 ml;36.98;74.95;37.97;50.7%;9;DST1248248;9531131924;Paul Mitchell - paul mitchell clean beauty hydrate conditioner;;
584;Haircare;Paul Mitchell;Paul Mitchell Clean Beauty Scalp Therapy Conditioner 1000 ml;1000 ml;39.03;74.95;35.92;47.9%;5;DST1248250;9531133713;Paul Mitchell - paul mitchell clean beauty hydrate conditioner;;
585;Haircare;Paul Mitchell;Clean Beauty Everyday Conditioner - Kondicionér pro každodenní použití 1000ml;1000 ml;39.28;74.95;35.67;47.6%;3;DST1252568;9531131825;Paul Mitchell - paul mitchell clean beauty hydrate conditioner;;
586;Haircare;Paul Mitchell;Paul Mitchell Clean Beauty Hydrate Conditioner 1000 ml;1000 ml;61.30;119.95;58.65;48.9%;6;DST1248242;9531131894;Paul Mitchell - paul mitchell clean beauty hydrate conditioner;;
587;Haircare;Paul Mitchell;Intensive Hair Care Awapuhi (Wild Ginger Keratin Intensive Treatment) 100ml;100 ml;25.69;59.95;34.26;57.1%;8;DST1252485;9531117881;Paul Mitchell - intensive treatment for colored hair color care (c;;
588;Haircare;Paul Mitchell;Intensive treatment for colored hair Color Care (Color Protect Reconstructive Treatment) 150 ml 500ml;150 ml;41.40;79.95;38.55;48.2%;12;DST1273461;4047162022156;Paul Mitchell - intensive treatment for colored hair color care (c;;
589;Haircare;Paul Mitchell;Paul Mitchell Tea Tree Special Conditioner 300 ml;300 ml;18.58;44.95;26.37;58.7%;7;DST1253930;9531115795;Paul Mitchell - paul mitchell tea tree special color conditioner;;
590;Haircare;Paul Mitchell;Paul Mitchell Tea Tree Hemp Restoring Conditioner & Body Lotion 300 ml;300 ml;20.79;49.95;29.16;58.4%;5;DST1248342;9531133089;Paul Mitchell - paul mitchell tea tree special color conditioner;;
591;Haircare;Paul Mitchell;Paul Mitchell Tea Tree Special Color Conditioner 1000 ml;1000 ml;40.91;79.95;39.04;48.8%;5;DST1248354;9531128542;Paul Mitchell - paul mitchell tea tree special color conditioner;;
592;Haircare;Prada;ghd Heat Protect Spray Bodyguard 120 ml;120 ml;25.07;59.95;34.88;58.2%;150;DST60799;5060356734214;Prada - ghd heat protect spray bodyguard;;
593;Haircare;Prada;Aveda   Air Control Hold Hair Spray For All Hair Types 300 Ml;300 ml;23.59;54.95;31.36;57.1%;32;DST18077;18084836552;Prada - aveda air control hold hair spray for all hair typ;;
594;Haircare;Redken;Redken Acidic Bonding Curls Shampoo 300 ml;300 ml;23.75;54.95;31.20;56.8%;24;DST1280381;3474637208943;Redken - redken acidic bonding curls conditioner;;
595;Haircare;Redken;Redken Acidic Bonding Curls Conditioner 300 ml;300 ml;23.81;54.95;31.14;56.7%;21;DST1280379;3474637209414;Redken - redken acidic bonding curls conditioner;;
596;Haircare;Redken;Redken Acidic Bonding Concentrate Shampoo 300ml   Normal Shampoo Women   For All Hair Types;300 ml;24.11;59.95;35.84;59.8%;4;DST116209;884486456281;Redken - redken acidic bonding curls conditioner;;
597;Haircare;Redken;Redken Extreme Conditioner 500ml   Conditioner For Every Hair Type;500 ml;27.48;64.95;37.47;57.7%;78;DST129459;884486453341;Redken - redken acidic bonding curls conditioner;;
598;Haircare;Redken;Redken Acidic Bonding Curls Conditioner 1000 ml;1000 ml;43.37;84.95;41.58;48.9%;16;DST1290474;3474637208714;Redken - redken acidic bonding curls conditioner;;
599;Haircare;Redken;Redken Color Gels Oil 6wg -6,34 3 X 60ml;60 ml;36.41;69.95;33.54;47.9%;52;DST1301032;3474637242503;Redken - redken color gels oil 7na -7,01 3 x;;
600;Haircare;Redken;Redken Color Gels Oil 5na - 5,01 3 X 60ml;60 ml;36.64;69.95;33.31;47.6%;52;DST1301031;3474637242442;Redken - redken color gels oil 7na -7,01 3 x;;
601;Haircare;Redken;Redken Color Gels Oil 9na -9,01 3 X 60ml;60 ml;37.43;74.95;37.52;50.1%;6;DST1301029;3474637242404;Redken - redken color gels oil 7na -7,01 3 x;;
602;Haircare;Redken;Redken Color Gels Oil 5nw - 5,03 3 X 60ml;60 ml;38.11;74.95;36.84;49.2%;8;DST1301028;3474637242381;Redken - redken color gels oil 7na -7,01 3 x;;
603;Haircare;Redken;Redken Color Gels Oil 7nw - 7,03 3 X 60ml;60 ml;38.30;74.95;36.65;48.9%;11;DST1301027;3474637242367;Redken - redken color gels oil 7na -7,01 3 x;;
604;Haircare;Redken;Redken Color Gels Oil 7na -7,01 3 X 60ml;60 ml;40.33;79.95;39.62;49.6%;5;DST1301030;3474637242428;Redken - redken color gels oil 7na -7,01 3 x;;
605;Haircare;Redken;Redken Color Gel Oils 04bc - 4,54 60ml X 3 U;60 ml;34.87;69.95;35.08;50.2%;4;DST840001;3474637107307;Redken - redken color gel oils 06nn - 6,00 x 3 u;;
606;Haircare;Redken;Redken Color Gel Oils 10nw - 10,03 3 X 60ml;60 ml;36.36;69.95;33.59;48.0%;47;DST1301025;3474637242329;Redken - redken color gel oils 06nn - 6,00 x 3 u;;
607;Haircare;Redken;Redken Color Gel Oils 9nw - 9,03 3 X 60ml;60 ml;36.67;69.95;33.28;47.6%;56;DST1301026;3474637242343;Redken - redken color gel oils 06nn - 6,00 x 3 u;;
608;Haircare;Redken;Redken Color Gel Oils 06nw - 6,03 60ml X 3 U;60 ml;37.11;74.95;37.84;50.5%;23;DST840016;3474637107642;Redken - redken color gel oils 06nn - 6,00 x 3 u;;
609;Haircare;Redken;Redken Color Gel Oils 07nch - 7,015 60ml X 3 U;60 ml;37.13;74.95;37.82;50.5%;47;DST840019;3474637107703;Redken - redken color gel oils 06nn - 6,00 x 3 u;;
610;Haircare;Redken;Redken Color Gel Oils 000 60ml X 3 U;60 ml;38.31;74.95;36.64;48.9%;5;DST840031;3474637107109;Redken - redken color gel oils 06nn - 6,00 x 3 u;;
611;Haircare;Redken;Redken Color Gel Oils 04ab - 4,1 60ml X 3 U;60 ml;38.62;74.95;36.33;48.5%;3;DST839999;3474637107260;Redken - redken color gel oils 06nn - 6,00 x 3 u;;
612;Haircare;Redken;Redken Color Gel Oils 08nw - 8,03 60ml X 3 U;60 ml;38.84;74.95;36.11;48.2%;3;DST840026;3474637107840;Redken - redken color gel oils 06nn - 6,00 x 3 u;;
613;Haircare;Redken;Redken Color Gel Oils #09nch - 9.015 60 Ml;60 ml;38.89;74.95;36.06;48.1%;11;DST840027;3474637107888;Redken - redken color gel oils 06nn - 6,00 x 3 u;;
614;Haircare;Redken;Redken Color Gel Oils #08g - 8.3 60 Ml;60 ml;39.05;74.95;35.90;47.9%;4;DST840022;3474637107765;Redken - redken color gel oils 06nn - 6,00 x 3 u;;
